Date, Requests
2008-07-01-5,11705627
2008-07-01-6,11312199
2008-07-01-7,11865524
2008-07-01-8,12794582
2008-07-01-9,13835081
2008-07-01-10,14073155
2008-07-01-11,14380954
2008-07-01-12,15104380
2008-07-01-13,16638411
2008-07-01-14,18338776
2008-07-01-15,18990690
2008-07-01-16,18856788
2008-07-01-17,18032882
2008-07-01-18,17880846
2008-07-01-19,18197108
2008-07-01-20,18785447
2008-07-01-21,18334821
2008-07-01-22,16075982
2008-07-01-23,14384248
2008-07-02-0,13492813
2008-07-02-1,13024173
2008-07-02-2,12944053
2008-07-02-3,12976821
2008-07-02-4,12454966
2008-07-02-5,11754648
2008-07-02-6,11386950
2008-07-02-7,12086414
2008-07-02-8,12825500
2008-07-02-9,13726575
2008-07-02-10,14159582
2008-07-02-11,14285135
2008-07-02-12,14924130
2008-07-02-13,16739641
2008-07-02-14,18239504
2008-07-02-15,19024838
2008-07-02-16,18756959
2008-07-02-17,18016912
2008-07-02-18,17840663
2008-07-02-19,17971443
2008-07-02-20,18615553
2008-07-02-21,18505528
2008-07-02-22,16652925
2008-07-02-23,14382363
2008-07-03-0,13471762
2008-07-03-1,13013356
2008-07-03-2,13083573
2008-07-03-3,13034941
2008-07-03-4,12606328
2008-07-03-5,11901763
2008-07-03-6,11662703
2008-07-03-7,12382721
2008-07-03-8,13163854
2008-07-03-9,14220426
2008-07-03-10,14491889
2008-07-03-11,14769921
2008-07-03-12,15421320
2008-07-03-13,17095252
2008-07-03-14,18587153
2008-07-03-15,19342389
2008-07-03-16,19188184
2008-07-03-17,18517396
2008-07-03-18,18339471
2008-07-03-19,18642326
2008-07-03-20,18745934
2008-07-03-21,18229131
2008-07-03-22,16614227
2008-07-03-23,14379683
2008-07-04-0,13389010
2008-07-04-1,12925080
2008-07-04-2,12760082
2008-07-04-3,12982386
2008-07-04-4,12690344
2008-07-04-5,12067797
2008-07-04-6,11879800
2008-07-04-7,12592799
2008-07-04-8,13375154
2008-07-04-9,14212160
2008-07-04-10,14466120
2008-07-04-11,14441728
2008-07-04-12,14971408
2008-07-04-13,16174758
2008-07-04-14,17461153
2008-07-04-15,17903133
2008-07-04-16,17898370
2008-07-04-17,17116179
2008-07-04-18,16339581
2008-07-04-19,15920590
2008-07-04-20,15763978
2008-07-04-21,15407766
2008-07-04-22,14543976
2008-07-04-23,13079540
2008-07-05-0,12126025
2008-07-05-1,11267006
2008-07-05-2,10905964
2008-07-05-3,10880280
2008-07-05-4,10717014
2008-07-05-5,10393532
2008-07-05-6,10123570
2008-07-05-7,10133386
2008-07-05-8,10255898
2008-07-05-9,10729350
2008-07-05-10,11035512
2008-07-05-11,11219753
2008-07-05-12,11471914
2008-07-05-13,12205105
2008-07-05-14,13274580
2008-07-05-15,14287958
2008-07-05-16,14779777
2008-07-05-17,14564736
2008-07-05-18,14289685
2008-07-05-19,13924168
2008-07-05-20,14018459
2008-07-05-21,13813384
2008-07-05-22,13291369
2008-07-05-23,12326172
2008-07-06-0,11897359
2008-07-06-1,11347203
2008-07-06-2,11212173
2008-07-06-3,11374156
2008-07-06-4,11285432
2008-07-06-5,10783788
2008-07-06-6,10472175
2008-07-06-7,10256721
2008-07-06-8,10403540
2008-07-06-9,11048107
2008-07-06-10,11691556
2008-07-06-11,12160145
2008-07-06-12,12565689
2008-07-06-13,13291974
2008-07-06-14,14140757
2008-07-06-15,15025083
2008-07-06-16,15422610
2008-07-06-17,15730681
2008-07-06-18,15521448
2008-07-06-19,15258847
2008-07-06-20,15644050
2008-07-06-21,15645420
2008-07-06-22,14985903
2008-07-06-23,13592499
2008-07-07-0,13022009
2008-07-07-1,12885223
2008-07-07-2,13108335
2008-07-07-3,13188704
2008-07-07-4,13022466
2008-07-07-5,12066131
2008-07-07-6,11849647
2008-07-07-7,11631797
2008-07-07-8,12454865
2008-07-07-9,13476255
2008-07-07-10,13946461
2008-07-07-11,14146147
2008-07-07-12,15025273
2008-07-07-13,16483175
2008-07-07-14,18232015
2008-07-07-15,18635782
2008-07-07-16,18397035
2008-07-07-17,17651207
2008-07-07-18,17735199
2008-07-07-19,18449598
2008-07-07-20,18430403
2008-07-07-21,18185182
2008-07-07-22,16086303
2008-07-07-23,13974030
2008-07-08-0,12874079
2008-07-08-1,12525547
2008-07-08-2,12585942
2008-07-08-3,12815833
2008-07-08-4,12385444
2008-07-08-5,11522775
2008-07-08-6,10962923
2008-07-08-7,11468884
2008-07-08-8,12035010
2008-07-08-9,13025884
2008-07-08-10,13559615
2008-07-08-11,13363708
2008-07-08-12,14272218
2008-07-08-13,16022174
2008-07-08-14,17200842
2008-07-08-15,17738759
2008-07-08-16,17698756
2008-07-08-17,16854197
2008-07-08-18,16485385
2008-07-08-19,16629719
2008-07-08-20,16767813
2008-07-08-21,16392461
2008-07-08-22,14873256
2008-07-08-23,13157135
2008-07-09-0,12001191
2008-07-09-1,11366482
2008-07-09-2,12106834
2008-07-09-3,12364812
2008-07-09-4,11934510
2008-07-09-5,11019806
2008-07-09-6,10707115
2008-07-09-7,10706158
2008-07-09-8,11535411
2008-07-09-9,12337147
2008-07-09-10,12896180
2008-07-09-11,13017591
2008-07-09-12,13793485
2008-07-09-13,15218047
2008-07-09-14,16559756
2008-07-09-15,17151663
2008-07-09-16,16948048
2008-07-09-17,16079149
2008-07-09-18,16022458
2008-07-09-19,16184341
2008-07-09-20,16612878
2008-07-09-21,16203468
2008-07-09-22,14916686
2008-07-09-23,12895163
2008-07-10-0,11987364
2008-07-10-1,11821024
2008-07-10-2,11798375
2008-07-10-3,11956536
2008-07-10-4,11665504
2008-07-10-5,10782811
2008-07-10-6,10554116
2008-07-10-7,11090897
2008-07-10-8,11683782
2008-07-10-9,12446159
2008-07-10-10,12778348
2008-07-10-11,12852264
2008-07-10-12,13284953
2008-07-10-13,14628977
2008-07-10-14,15805886
2008-07-10-15,16280758
2008-07-10-16,16126345
2008-07-10-17,15463118
2008-07-10-18,15491165
2008-07-10-19,15292649
2008-07-10-20,15313261
2008-07-10-21,14960777
2008-07-10-22,13577550
2008-07-10-23,11939444
2008-07-11-0,10827247
2008-07-11-1,11253266
2008-07-11-2,11545647
2008-07-11-3,11772384
2008-07-11-4,11440278
2008-07-11-5,10651240
2008-07-11-6,10496597
2008-07-11-7,10961982
2008-07-11-8,11617276
2008-07-11-9,12468408
2008-07-11-10,12647818
2008-07-11-11,12472728
2008-07-11-12,12339667
2008-07-11-13,13584060
2008-07-11-14,14803919
2008-07-11-15,15520858
2008-07-11-16,15456264
2008-07-11-17,15040129
2008-07-11-18,14676362
2008-07-11-19,14709692
2008-07-11-20,14513696
2008-07-11-21,14351970
2008-07-11-22,13174930
2008-07-11-23,11851223
2008-07-12-0,10842627
2008-07-12-1,10103636
2008-07-12-2,10006187
2008-07-12-3,10286765
2008-07-12-4,10170753
2008-07-12-5,9763669
2008-07-12-6,9320105
2008-07-12-7,9188908
2008-07-12-8,9267530
2008-07-12-9,9607281
2008-07-12-10,9990239
2008-07-12-11,10238592
2008-07-12-12,10327034
2008-07-12-13,11166227
2008-07-12-14,12131724
2008-07-12-15,12801400
2008-07-12-16,13244924
2008-07-12-17,13367820
2008-07-12-18,13172743
2008-07-12-19,12974021
2008-07-12-20,12915340
2008-07-12-21,12798331
2008-07-12-22,12342403
2008-07-12-23,11500631
2008-07-13-0,10957355
2008-07-13-1,10463610
2008-07-13-2,10353914
2008-07-13-3,10564739
2008-07-13-4,10295442
2008-07-13-5,9906193
2008-07-13-6,9557767
2008-07-13-7,9340042
2008-07-13-8,9536475
2008-07-13-9,10162718
2008-07-13-10,10765909
2008-07-13-11,11220101
2008-07-13-12,11692815
2008-07-13-13,12624410
2008-07-13-14,13411657
2008-07-13-15,13995901
2008-07-13-16,14172160
2008-07-13-17,14182299
2008-07-13-18,14422557
2008-07-13-19,14637778
2008-07-13-20,14558528
2008-07-13-21,14423149
2008-07-13-22,13777198
2008-07-13-23,12549188
2008-07-14-0,12087092
2008-07-14-1,11769589
2008-07-14-2,11978690
2008-07-14-3,12430428
2008-07-14-4,12260399
2008-07-14-5,11409195
2008-07-14-6,11092244
2008-07-14-7,11444549
2008-07-14-8,12032194
2008-07-14-9,12901192
2008-07-14-10,13292989
2008-07-14-11,13517599
2008-07-14-12,13988033
2008-07-14-13,15281551
2008-07-14-14,16534176
2008-07-14-15,17100379
2008-07-14-16,16949410
2008-07-14-17,16441508
2008-07-14-18,16298010
2008-07-14-19,16659726
2008-07-14-20,17035920
2008-07-14-21,16763629
2008-07-14-22,15051215
2008-07-14-23,13093402
2008-07-15-0,12381408
2008-07-15-1,12052940
2008-07-15-2,12057935
2008-07-15-3,12324178
2008-07-15-4,11914511
2008-07-15-5,11072236
2008-07-15-6,10787848
2008-07-15-7,11169171
2008-07-15-8,11751430
2008-07-15-9,12584879
2008-07-15-10,12897172
2008-07-15-11,12905138
2008-07-15-12,13506698
2008-07-15-13,14963503
2008-07-15-14,16313467
2008-07-15-15,16816508
2008-07-15-16,16471588
2008-07-15-17,15596966
2008-07-15-18,15498039
2008-07-15-19,15752578
2008-07-15-20,15939072
2008-07-15-21,15749520
2008-07-15-22,14389682
2008-07-15-23,12592979
2008-07-16-0,11910145
2008-07-16-1,11664022
2008-07-16-2,11915204
2008-07-16-3,12135363
2008-07-16-4,11776227
2008-07-16-5,10805847
2008-07-16-6,10716936
2008-07-16-7,11397765
2008-07-16-8,11985787
2008-07-16-9,12462214
2008-07-16-10,12941668
2008-07-16-11,13016364
2008-07-16-12,13318301
2008-07-16-13,14764346
2008-07-16-14,16045026
2008-07-16-15,16605784
2008-07-16-16,16442938
2008-07-16-17,15655127
2008-07-16-18,15442547
2008-07-16-19,15696278
2008-07-16-20,15754907
2008-07-16-21,15652911
2008-07-16-22,14412732
2008-07-16-23,12624236
2008-07-17-0,11968861
2008-07-17-1,11765830
2008-07-17-2,11854537
2008-07-17-3,11970120
2008-07-17-4,11698705
2008-07-17-5,11075555
2008-07-17-6,10792072
2008-07-17-7,11324714
2008-07-17-8,12170887
2008-07-17-9,12796541
2008-07-17-10,13186885
2008-07-17-11,13091640
2008-07-17-12,13394277
2008-07-17-13,14876422
2008-07-17-14,15995789
2008-07-17-15,16606653
2008-07-17-16,16624585
2008-07-17-17,15708060
2008-07-17-18,15307155
2008-07-17-19,15418128
2008-07-17-20,16001756
2008-07-17-21,15634381
2008-07-17-22,14205492
2008-07-17-23,12425096
2008-07-18-0,11910182
2008-07-18-1,11564437
2008-07-18-2,11752016
2008-07-18-3,11889944
2008-07-18-4,11491931
2008-07-18-5,10679704
2008-07-18-6,10336203
2008-07-18-7,10423188
2008-07-18-8,11402442
2008-07-18-9,12265178
2008-07-18-10,12362980
2008-07-18-11,12206118
2008-07-18-12,12555944
2008-07-18-13,13702017
2008-07-18-14,14891909
2008-07-18-15,15607363
2008-07-18-16,15509174
2008-07-18-17,14886806
2008-07-18-18,14526916
2008-07-18-19,14533480
2008-07-18-20,14512401
2008-07-18-21,14212861
2008-07-18-22,12847826
2008-07-18-23,11697053
2008-07-19-0,10798170
2008-07-19-1,10119863
2008-07-19-2,10068516
2008-07-19-3,10208938
2008-07-19-4,10114960
2008-07-19-5,9691974
2008-07-19-6,8900895
2008-07-19-7,8313913
2008-07-19-8,8357713
2008-07-19-9,8612485
2008-07-19-10,8931388
2008-07-19-11,9046399
2008-07-19-12,9369728
2008-07-19-13,10357088
2008-07-19-14,11203382
2008-07-19-15,12186124
2008-07-19-16,12527565
2008-07-19-17,12438502
2008-07-19-18,12201708
2008-07-19-19,12118845
2008-07-19-20,12072929
2008-07-19-21,11998202
2008-07-19-22,11560451
2008-07-19-23,10841098
2008-07-20-0,9961893
2008-07-20-1,9374298
2008-07-20-2,9266944
2008-07-20-3,9691422
2008-07-20-4,9359142
2008-07-20-5,9003639
2008-07-20-6,8759388
2008-07-20-7,8380792
2008-07-20-8,8553779
2008-07-20-9,8984225
2008-07-20-10,9616253
2008-07-20-11,9910567
2008-07-20-12,10605474
2008-07-20-13,11217617
2008-07-20-14,12306397
2008-07-20-15,13223498
2008-07-20-16,13582979
2008-07-20-17,14018234
2008-07-20-18,14337495
2008-07-20-19,14416092
2008-07-20-20,14204424
2008-07-20-21,14077043
2008-07-20-22,13546747
2008-07-20-23,12442581
2008-07-21-0,11918028
2008-07-21-1,11658633
2008-07-21-2,11999630
2008-07-21-3,12181123
2008-07-21-4,11980442
2008-07-21-5,11584218
2008-07-21-6,11208534
2008-07-21-7,11495811
2008-07-21-8,11971123
2008-07-21-9,12663208
2008-07-21-10,13468469
2008-07-21-11,13293817
2008-07-21-12,13821775
2008-07-21-13,15335130
2008-07-21-14,16706552
2008-07-21-15,17567597
2008-07-21-16,17284097
2008-07-21-17,16522299
2008-07-21-18,16377719
2008-07-21-19,16584364
2008-07-21-20,16896381
2008-07-21-21,15446860
2008-07-21-22,15290902
2008-07-21-23,13517337
2008-07-22-0,12876692
2008-07-22-1,12580334
2008-07-22-2,12648431
2008-07-22-3,12780479
2008-07-22-4,12261327
2008-07-22-5,11546829
2008-07-22-6,11130773
2008-07-22-7,11704843
2008-07-22-8,12260178
2008-07-22-9,12885899
2008-07-22-10,13205236
2008-07-22-11,13171580
2008-07-22-12,13877604
2008-07-22-13,15123515
2008-07-22-14,16299925
2008-07-22-15,17051260
2008-07-22-16,16919973
2008-07-22-17,16319458
2008-07-22-18,16090438
2008-07-22-19,16413644
2008-07-22-20,16778936
2008-07-22-21,16541095
2008-07-22-22,15205883
2008-07-22-23,13486610
2008-07-23-0,12797870
2008-07-23-1,12581128
2008-07-23-2,12605045
2008-07-23-3,12631555
2008-07-23-4,12148269
2008-07-23-5,11385897
2008-07-23-6,11036172
2008-07-23-7,11565947
2008-07-23-8,12301179
2008-07-23-9,12918065
2008-07-23-10,13125340
2008-07-23-11,12968525
2008-07-23-12,13560752
2008-07-23-13,14912314
2008-07-23-14,16113522
2008-07-23-15,16537042
2008-07-23-16,16066770
2008-07-23-17,15605157
2008-07-23-18,15327096
2008-07-23-19,15411550
2008-07-23-20,15636932
2008-07-23-21,15593621
2008-07-23-22,14315741
2008-07-23-23,12476555
2008-07-24-0,11665673
2008-07-24-1,11857516
2008-07-24-2,11969693
2008-07-24-3,11702725
2008-07-24-4,11343151
2008-07-24-5,10777778
2008-07-24-6,10416103
2008-07-24-7,10901108
2008-07-24-8,11647967
2008-07-24-9,12696119
2008-07-24-10,12762500
2008-07-24-11,12792595
2008-07-24-12,13232720
2008-07-24-13,14473620
2008-07-24-14,15681416
2008-07-24-15,16404148
2008-07-24-16,16179154
2008-07-24-17,15276586
2008-07-24-18,14804555
2008-07-24-19,14970766
2008-07-24-20,15366132
2008-07-24-21,15139339
2008-07-24-22,13937024
2008-07-24-23,12418072
2008-07-25-0,11980859
2008-07-25-1,11587398
2008-07-25-2,11775351
2008-07-25-3,11889614
2008-07-25-4,11493009
2008-07-25-5,10777635
2008-07-25-6,10381514
2008-07-25-7,10846778
2008-07-25-8,11573396
2008-07-25-9,12005195
2008-07-25-10,12085768
2008-07-25-11,12051388
2008-07-25-12,12371341
2008-07-25-13,13506177
2008-07-25-14,14520987
2008-07-25-15,15370413
2008-07-25-16,15061025
2008-07-25-17,14210271
2008-07-25-18,14004726
2008-07-25-19,14100631
2008-07-25-20,14115404
2008-07-25-21,13939164
2008-07-25-22,13039827
2008-07-25-23,11656842
2008-07-26-0,10801624
2008-07-26-1,10393477
2008-07-26-2,10011621
2008-07-26-3,10471708
2008-07-26-4,10154713
2008-07-26-5,9859458
2008-07-26-6,9502238
2008-07-26-7,9305106
2008-07-26-8,9492856
2008-07-26-9,9742179
2008-07-26-10,9868520
2008-07-26-11,9936088
2008-07-26-12,10125608
2008-07-26-13,10893852
2008-07-26-14,11790878
2008-07-26-15,12570286
2008-07-26-16,13076839
2008-07-26-17,13137872
2008-07-26-18,12956234
2008-07-26-19,12690985
2008-07-26-20,12573426
2008-07-26-21,12068205
2008-07-26-22,12058175
2008-07-26-23,11196289
2008-07-27-0,10916277
2008-07-27-1,10445177
2008-07-27-2,10141326
2008-07-27-3,10552405
2008-07-27-4,10401656
2008-07-27-5,10124973
2008-07-27-6,9678031
2008-07-27-7,9631456
2008-07-27-8,9832396
2008-07-27-9,10319571
2008-07-27-10,10756549
2008-07-27-11,11043945
2008-07-27-12,11212925
2008-07-27-13,11894531
2008-07-27-14,11852400
2008-07-27-15,11658529
2008-07-27-16,13618384
2008-07-27-17,13661401
2008-07-27-18,13762662
2008-07-27-19,13827510
2008-07-27-20,13915624
2008-07-27-21,13780832
2008-07-27-22,13508132
2008-07-27-23,12609210
2008-07-28-0,12329420
2008-07-28-1,12031512
2008-07-28-2,12238784
2008-07-28-3,12543201
2008-07-28-4,12238040
2008-07-28-5,11520919
2008-07-28-6,11119145
2008-07-28-7,11719423
2008-07-28-8,12474513
2008-07-28-9,12929415
2008-07-28-10,7897779
2008-07-28-11,13337163
2008-07-28-12,13802452
2008-07-28-13,15197543
2008-07-28-14,16430814
2008-07-28-15,17103086
2008-07-28-16,16772019
2008-07-28-17,15808457
2008-07-28-18,15687477
2008-07-28-19,16063048
2008-07-28-20,16310045
2008-07-28-21,16221732
2008-07-28-22,14892760
2008-07-28-23,13297938
2008-07-29-0,12828031
2008-07-29-1,12342061
2008-07-29-2,12466207
2008-07-29-3,12397269
2008-07-29-4,11842594
2008-07-29-5,11162966
2008-07-29-6,10819498
2008-07-29-7,11481014
2008-07-29-8,12201536
2008-07-29-9,12825865
2008-07-29-10,13079759
2008-07-29-11,13067285
2008-07-29-12,13822777
2008-07-29-13,15192509
2008-07-29-14,16200124
2008-07-29-15,16828297
2008-07-29-16,16573866
2008-07-29-17,15879258
2008-07-29-18,15576596
2008-07-29-19,15935471
2008-07-29-20,16145268
2008-07-29-21,15658572
2008-07-29-22,14209652
2008-07-29-23,13033666
2008-07-30-0,12362015
2008-07-30-1,12073146
2008-07-30-2,12115202
2008-07-30-3,12251406
2008-07-30-4,11818717
2008-07-30-5,11123301
2008-07-30-6,9830052
2008-07-30-7,10913287
2008-07-30-8,11901916
2008-07-30-9,12489871
2008-07-30-10,12286862
2008-07-30-11,12909964
2008-07-30-12,13332852
2008-07-30-13,14712973
2008-07-30-14,15821555
2008-07-30-15,16356723
2008-07-30-16,16084681
2008-07-30-17,15286106
2008-07-30-18,15066599
2008-07-30-19,15294268
2008-07-30-20,15566326
2008-07-30-21,15360959
2008-07-30-22,14364219
2008-07-30-23,12789780
2008-07-31-0,11570631
2008-07-31-1,11311658
2008-07-31-2,11340992
2008-07-31-3,11365955
2008-07-31-4,11122529
2008-07-31-5,10506820
2008-07-31-6,10065457
2008-07-31-7,10367838
2008-07-31-8,11341470
2008-07-31-9,12076360
2008-07-31-10,12536349
2008-07-31-11,12415287
2008-07-31-12,12854634
2008-07-31-13,14281601
2008-07-31-14,14817699
2008-07-31-15,15371838
2008-07-31-16,15301970
2008-07-31-17,14374214
2008-07-31-18,14249580
2008-07-31-19,14452166
2008-07-31-20,14807954
2008-07-31-21,14573977
2008-07-31-22,13381272
2008-07-31-23,12028197
2008-08-01-0,11274323
2008-08-01-1,10849707
2008-08-01-2,11054234
2008-08-01-3,11361795
2008-08-01-4,11161400
2008-08-01-5,10555588
2008-08-01-6,10098714
2008-08-01-7,10408325
2008-08-01-8,10803940
2008-08-01-9,11357663
2008-08-01-10,11663210
2008-08-01-11,11851156
2008-08-01-12,12257064
2008-08-01-13,13394120
2008-08-01-14,14389366
2008-08-01-15,15068045
2008-08-01-16,14880560
2008-08-01-17,14137677
2008-08-01-18,13982794
2008-08-01-19,13981525
2008-08-01-20,13980719
2008-08-01-21,13659727
2008-08-01-22,12613991
2008-08-01-23,11159616
2008-08-02-0,10394423
2008-08-02-1,9834722
2008-08-02-2,9813319
2008-08-02-3,10054514
2008-08-02-4,9793165
2008-08-02-5,9551743
2008-08-02-6,9280994
2008-08-02-7,9017914
2008-08-02-8,9096954
2008-08-02-9,9398735
2008-08-02-10,9779668
2008-08-02-11,9743505
2008-08-02-12,10064066
2008-08-02-13,11073866
2008-08-02-14,11940178
2008-08-02-15,12518693
2008-08-02-16,12807160
2008-08-02-17,12861783
2008-08-02-18,12782874
2008-08-02-19,12520841
2008-08-02-20,12491864
2008-08-02-21,12383794
2008-08-02-22,11886141
2008-08-02-23,11147867
2008-08-03-0,10662043
2008-08-03-1,10149483
2008-08-03-2,10130552
2008-08-03-3,10347751
2008-08-03-4,10114734
2008-08-03-5,9879860
2008-08-03-6,9607475
2008-08-03-7,9370897
2008-08-03-8,9441033
2008-08-03-9,9825419
2008-08-03-10,10524761
2008-08-03-11,10652366
2008-08-03-12,11208441
2008-08-03-13,12007866
2008-08-03-14,12761611
2008-08-03-15,13489440
2008-08-03-16,13718579
2008-08-03-17,13632505
2008-08-03-18,13611969
2008-08-03-19,13775979
2008-08-03-20,14031588
2008-08-03-21,14179675
2008-08-03-22,13425181
2008-08-03-23,12531725
2008-08-04-0,12162296
2008-08-04-1,11773351
2008-08-04-2,12112105
2008-08-04-3,12394117
2008-08-04-4,11898684
2008-08-04-5,11145379
2008-08-04-6,10751815
2008-08-04-7,11286275
2008-08-04-8,11944581
2008-08-04-9,12525395
2008-08-04-10,13016116
2008-08-04-11,13005222
2008-08-04-12,13730838
2008-08-04-13,15086955
2008-08-04-14,16243563
2008-08-04-15,16805316
2008-08-04-16,16465299
2008-08-04-17,15792972
2008-08-04-18,15767691
2008-08-04-19,16167480
2008-08-04-20,16571428
2008-08-04-21,16309859
2008-08-04-22,14892141
2008-08-04-23,13296245
2008-08-05-0,12836602
2008-08-05-1,12481349
2008-08-05-2,12398016
2008-08-05-3,12585398
2008-08-05-4,12067725
2008-08-05-5,11222793
2008-08-05-6,10770822
2008-08-05-7,11273891
2008-08-05-8,12005688
2008-08-05-9,12660141
2008-08-05-10,13108369
2008-08-05-11,13189397
2008-08-05-12,13818871
2008-08-05-13,15369677
2008-08-05-14,16322450
2008-08-05-15,17049120
2008-08-05-16,16678591
2008-08-05-17,15857365
2008-08-05-18,15634178
2008-08-05-19,15840510
2008-08-05-20,16023833
2008-08-05-21,15834038
2008-08-05-22,14637974
2008-08-05-23,12814769
2008-08-06-0,11829559
2008-08-06-1,12128506
2008-08-06-2,11332953
2008-08-06-3,11820507
2008-08-06-4,11633444
2008-08-06-5,10890495
2008-08-06-6,10516641
2008-08-06-7,11069467
2008-08-06-8,11710638
2008-08-06-9,12257431
2008-08-06-10,12452486
2008-08-06-11,12559380
2008-08-06-12,13305871
2008-08-06-13,14657251
2008-08-06-14,15895558
2008-08-06-15,16547287
2008-08-06-16,16160561
2008-08-06-17,15176060
2008-08-06-18,15066489
2008-08-06-19,15015495
2008-08-06-20,15674665
2008-08-06-21,15459637
2008-08-06-22,14227613
2008-08-06-23,12800157
2008-08-07-0,12269433
2008-08-07-1,11966499
2008-08-07-2,11950038
2008-08-07-3,12022879
2008-08-07-4,11634666
2008-08-07-5,10831786
2008-08-07-6,10456389
2008-08-07-7,11069037
2008-08-07-8,11777803
2008-08-07-9,12317602
2008-08-07-10,12390655
2008-08-07-11,12469815
2008-08-07-12,13017031
2008-08-07-13,14737782
2008-08-07-14,15693348
2008-08-07-15,16376561
2008-08-07-16,16140884
2008-08-07-17,15459631
2008-08-07-18,15266773
2008-08-07-19,15479365
2008-08-07-20,15688823
2008-08-07-21,15448686
2008-08-07-22,14302604
2008-08-07-23,12668635
2008-08-08-0,12202524
2008-08-08-1,11839701
2008-08-08-2,11881730
2008-08-08-3,11892517
2008-08-08-4,11491972
2008-08-08-5,10813008
2008-08-08-6,10424565
2008-08-08-7,10904116
2008-08-08-8,11547499
2008-08-08-9,12164533
2008-08-08-10,12395987
2008-08-08-11,12374891
2008-08-08-12,12740507
